TEMPERATURA,UMIDADE,PRESSÃO RELATIVA,PRESSÃO ABSOLUTA,LUMINOSIDADE,TIMER,RSSI INTERNET_NODO,NODE_NETWORK_INFO,GATEWAY_NETWORK_INFO,RSSI INTERNET_GATEWAY,timestamp
14.8,76,1015.45,1018.71,46,2100,72,"72%, ch4 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:39:16
14.8,76,1015.41,1018.67,49,2111,72,"72%, ch4 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:39:33
14.8,76,1015.41,1018.67,49,2111,72,"72%, ch4 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:39:50
14.8,76,1015.41,1018.67,49,2111,72,"72%, ch4 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:40:06
14.8,76,1015.41,1018.67,49,2111,72,"72%, ch4 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:40:23
14.8,75,1015.48,1018.74,46,2110,70,"66%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:40:40
14.8,75,1015.48,1018.74,46,2110,70,"66%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:40:57
14.8,75,1015.52,1018.77,48,2102,70,"68%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:41:14
14.8,75,1015.52,1018.77,48,2102,70,"68%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:41:30
14.8,75,1015.52,1018.77,48,2102,70,"68%, ch1 / 70%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:41:46
14.5,75,1015.45,1018.71,49,2110,68,"70%, ch1 / 68%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:42:03
14.5,75,1015.45,1018.71,49,2110,68,"70%, ch1 / 68%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:42:19
14.5,75,1015.48,1018.73,58,2102,72,"70%, ch1 / 72%, ch4","68%, ch1 / 100%, ch4",100,2024-07-11 03:42:35
14.5,75,1015.48,1018.73,58,2102,72,"70%, ch1 / 72%, ch4","68%, ch1 / 100%, ch4",100,2024-07-11 03:42:53
14.8,76,1015.44,1018.69,62,2109,68,"66%, ch1 / 68%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:43:10
14.8,76,1015.44,1018.69,62,2109,68,"66%, ch1 / 68%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:43:27
14.8,76,1015.47,1018.72,61,9481,80,"66%, ch1 / 80%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:43:43
14.8,76,1015.47,1018.72,61,9481,80,"66%, ch1 / 80%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:44:00
14.8,76,1015.47,1018.7,64,2101,76,"68%, ch1 / 76%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:44:17
14.8,76,1015.44,1018.7,64,2101,76,"68%, ch1 / 76%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:44:34
14.8,77,1015.5,1018.75,62,2111,74,"70%, ch1 / 74%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:44:51
14.8,77,1015.5,1018.75,62,2111,74,"70%, ch1 / 74%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:45:07
14.8,77,1015.5,1018.76,65,2111,76,"70%, ch1 / 76%, ch4","64%, ch1 / 78%, ch4",78,2024-07-11 03:45:23
14.8,77,1015.5,1018.76,65,2111,76,"70%, ch1 / 76%, ch4","64%, ch1 / 78%, ch4",78,2024-07-11 03:45:40
14.8,77,1015.5,1018.76,65,2111,76,"70%, ch1 / 76%, ch4","64%, ch1 / 78%, ch4",78,2024-07-11 03:45:57
14.8,78,1015.61,1018.86,69,9578,76,"70%, ch1 / 76%, ch4","64%, ch1 / 78%, ch4",78,2024-07-11 03:46:14
14.8,78,1015.61,1018.86,69,9578,76,"70%, ch1 / 76%, ch4","64%, ch1 / 78%, ch4",78,2024-07-11 03:46:30
14.8,79,1015.59,1018.85,70,2107,70,"70%, ch1 / 70%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:46:47
14.8,79,1015.59,1018.85,70,2107,70,"70%, ch1 / 70%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:47:04
14.8,79,1015.59,1018.85,72,2111,70,"66%, ch1 / 70%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:47:20
14.8,79,1015.59,1018.82,74,6297,78,"68%, ch1 / 78%, ch4","74%, ch4 / 100%, ch4",100,2024-07-11 03:47:36
14.8,79,1015.56,1018.82,74,6297,78,"68%, ch1 / 78%, ch4","74%, ch4 / 100%, ch4",100,2024-07-11 03:47:53
14.8,79,1015.56,1018.82,74,2102,76,"68%, ch1 / 76%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:48:09
14.8,79,1015.56,1018.82,72,2102,76,"68%, ch1 / 76%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:48:26
14.8,79,1015.56,1018.76,70,2104,78,"66%, ch1 / 78%, ch4","68%, ch1 / 100%, ch4",100,2024-07-11 03:48:43
14.8,79,1015.5,1018.76,70,2104,78,"66%, ch1 / 78%, ch4","68%, ch1 / 100%, ch4",100,2024-07-11 03:48:59
14.8,79,1015.5,1018.76,70,2104,78,"66%, ch1 / 78%, ch4","68%, ch1 / 100%, ch4",100,2024-07-11 03:49:16
14.8,79,1015.5,1018.76,70,2104,78,"66%, ch1 / 78%, ch4","68%, ch1 / 100%, ch4",100,2024-07-11 03:49:32
15.2,80,1015.47,1018.72,69,2131,78,"66%, ch1 / 78%, ch4","68%, ch1 / 100%, ch4",100,2024-07-11 03:49:49
15.2,80,1015.47,1018.72,69,2131,78,"66%, ch1 / 78%, ch4","68%, ch1 / 100%, ch4",100,2024-07-11 03:50:06
15.2,80,1015.46,1018.72,74,2110,70,"68%, ch1 / 70%, ch4","60%, ch1 / 100%, ch4",100,2024-07-11 03:50:23
15.2,80,1015.46,1018.72,74,2110,70,"68%, ch1 / 70%, ch4","60%, ch1 / 100%, ch4",100,2024-07-11 03:50:39
14.9,80,1015.44,1018.7,72,2102,72,"66%, ch1 / 72%, ch4","74%, ch1 / 100%, ch4",100,2024-07-11 03:50:56
14.9,80,1015.44,1018.71,68,2107,68,"68%, ch1 / 68%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:51:14
14.8,80,1015.45,1018.71,68,2107,68,"68%, ch1 / 68%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:51:30
14.8,80,1015.43,1018.69,67,2111,60,"62%, ch1 / 60%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:51:48
14.8,80,1015.43,1018.69,67,2111,60,"62%, ch1 / 60%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:52:04
15.2,80,1015.45,1018.71,65,2141,60,"62%, ch1 / 60%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:52:20
15.2,80,1015.45,1018.71,65,2141,60,"62%, ch1 / 60%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:52:37
15.2,80,1015.47,1018.73,68,2119,60,"62%, ch1 / 60%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:52:55
15.2,80,1015.47,1018.73,68,2119,60,"62%, ch1 / 60%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:53:11
14.9,80,1015.44,1018.7,69,2102,72,"66%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:53:29
14.9,80,1015.44,1018.7,69,2102,72,"66%, ch1 / 72%, ch4","72%, ch1 / 100%, ch4",100,2024-07-11 03:53:46
15,80,1015.49,1018.74,68,9525,68,"70%, ch1 / 68%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:54:02
15,80,1015.49,1018.74,68,9525,68,"70%, ch1 / 68%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:54:19
15.2,81,1015.49,1018.75,77,2100,66,"72%, ch1 / 66%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:54:35
15.2,81,1015.49,1018.75,77,2100,66,"72%, ch1 / 66%, ch4","76%, ch1 / 100%, ch4",100,2024-07-11 03:54:53
15.2,81,1015.52,1018.78,77,2112,74,"72%, ch1 / 74%, ch4","80%, ch1 / 100%, ch4",100,2024-07-11 03:55:11
15.2,81,1015.52,1018.78,77,2112,74,"72%, ch1 / 74%, ch4","80%, ch1 / 100%, ch4",100,2024-07-11 03:55:28
14.8,80,1015.44,1018.69,77,2109,78,"68%, ch1 / 78%, ch4","70%, ch1 / 100%, ch4",100,2024-07-11 03:55:44
